UID,PHASE,cnn_emb_0,cnn_emb_1,cnn_emb_2,cnn_emb_3,cnn_emb_4,cnn_emb_5,cnn_emb_6,cnn_emb_7,cnn_emb_8,cnn_emb_9,cnn_emb_10,cnn_emb_11,cnn_emb_12,cnn_emb_13,cnn_emb_14,cnn_emb_15,cnn_emb_16,cnn_emb_17,cnn_emb_18,cnn_emb_19,cnn_emb_20,cnn_emb_21,cnn_emb_22,cnn_emb_23,cnn_emb_24,cnn_emb_25,cnn_emb_26,cnn_emb_27,cnn_emb_28,cnn_emb_29,cnn_emb_30,cnn_emb_31,cnn_emb_32,cnn_emb_33,cnn_emb_34,cnn_emb_35,cnn_emb_36,cnn_emb_37,cnn_emb_38,cnn_emb_39,cnn_emb_40,cnn_emb_41,cnn_emb_42,cnn_emb_43,cnn_emb_44,cnn_emb_45,cnn_emb_46,cnn_emb_47,cnn_emb_48,cnn_emb_49,cnn_emb_50,cnn_emb_51,cnn_emb_52,cnn_emb_53,cnn_emb_54,cnn_emb_55,cnn_emb_56,cnn_emb_57,cnn_emb_58,cnn_emb_59,cnn_emb_60,cnn_emb_61,cnn_emb_62,cnn_emb_63
114,plain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8975224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6771207,3.229979,0.0,0.0,0.0,4.6535015,0.0,0.0,0.0,0.0,0.0,5.9775248,0.0,2.4777217,3.9290037,3.5752845,0.0,3.3621802,0.0,4.581579,0.0,0.0,0.0,2.514628,0.0,0.0,0.0,4.668722,0.0,0.0,3.109426,4.324847,0.0,0.0,0.0,6.506096,0.0,0.0,0.0,3.1235914,4.7573996,0.0,0.0,3.7472425,4.622424,2.9153483,3.7615728
114,venous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.117275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.003255,3.3939085,0.0,0.0,0.0,5.1476755,0.0,0.0,0.0,0.0,0.0,6.476574,0.0,2.5957804,4.3459487,3.7749112,0.0,3.4348989,0.0,4.9588814,0.0,0.0,0.0,2.7444136,0.0,0.0,0.0,5.164222,0.0,0.0,3.3587527,4.651748,0.0,0.0,0.0,7.85669,0.0,0.0,0.0,3.3301702,5.4486876,0.0,0.0,4.067977,5.095734,3.0574403,3.9764104
115,plain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3167224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3174653,3.2001886,0.0,0.0,0.0,4.1627965,0.0,0.0,0.0,0.0,0.0,5.05951,0.0,2.711238,3.4161065,3.301166,0.0,2.813714,0.0,4.105193,0.0,0.0,0.0,4.421898,0.0,0.0,0.0,4.209497,0.0,0.0,2.9756289,3.8819983,0.0,0.0,0.0,4.6700673,0.0,0.0,0.0,3.0996447,4.38179,0.0,0.0,3.4369545,4.511184,3.518482,3.2610188
115,venous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1553354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3610392,2.9496937,0.0,0.0,0.0,4.1547756,0.0,0.0,0.0,0.0,0.0,5.1146383,0.0,2.6534476,3.3538368,3.4349868,0.0,2.9365726,0.0,4.094968,0.0,0.0,0.0,4.7907553,0.0,0.0,0.0,4.7493443,0.0,0.0,3.0251608,3.881237,0.0,0.0,0.0,5.355158,0.0,0.0,0.0,3.1709137,4.5717974,0.0,0.0,3.5289402,4.70889,3.6348119,3.4266825
116,plain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.779437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7742968,3.7575583,0.0,0.0,0.0,4.380134,0.0,0.0,0.0,0.0,0.0,5.3869276,0.0,2.971634,3.3683162,3.6340966,0.0,3.2191277,0.0,4.4399242,0.0,0.0,0.0,3.4505596,0.0,0.0,0.0,4.1052365,0.0,0.0,3.0267339,4.0836325,0.0,0.0,0.0,4.3064566,0.0,0.0,0.0,3.4657924,4.466415,0.0,0.0,3.6460729,4.559017,3.357729,3.744249
116,venous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8152547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02169,3.6194177,0.0,0.0,0.0,4.610375,0.0,0.0,0.0,0.0,0.0,5.361884,0.0,2.8260217,3.3352091,3.603301,0.0,3.2479649,0.0,4.61607,0.0,0.0,0.0,3.0966127,0.0,0.0,0.0,4.0040364,0.0,0.0,3.0450544,3.9710927,0.0,0.0,0.0,4.305085,0.0,0.0,0.0,3.4725432,4.838236,0.0,0.0,3.6750948,4.6110826,3.1564536,3.7217388
117,plain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5575545,3.5799966,0.0,0.0,0.0,3.8970716,0.0,0.0,0.0,0.0,0.0,5.2507014,0.0,3.0518436,3.4737442,3.3088322,0.0,2.8087294,0.0,4.4709096,0.0,0.0,0.0,4.6146235,0.0,0.0,0.0,4.766398,0.0,0.0,2.7923608,3.8415647,0.0,0.0,0.0,4.572583,0.0,0.0,0.0,3.0515594,3.5660322,0.0,0.0,3.7183661,4.4740615,3.857545,3.4502044
117,venous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3765163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6538157,3.42784,0.0,0.0,0.0,4.1004014,0.0,0.0,0.0,0.0,0.0,5.0831404,0.0,2.6311092,3.3702621,3.4159555,0.0,2.9305754,0.0,4.3631525,0.0,0.0,0.0,4.527754,0.0,0.0,0.0,4.750716,0.0,0.0,2.9562635,3.7728143,0.0,0.0,0.0,4.9524164,0.0,0.0,0.0,3.1224809,3.67237,0.0,0.0,3.6180842,4.5438213,3.8506272,3.6678872
118,plain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.196174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7941256,3.8818011,0.0,0.0,0.0,4.6037893,0.0,0.0,0.0,0.0,0.0,5.3183765,0.0,3.2384408,3.8045647,3.7561724,0.0,3.4047394,0.0,4.530508,0.0,0.0,0.0,4.107761,0.0,0.0,0.0,3.9998722,0.0,0.0,3.2985983,3.9416611,0.0,0.0,0.0,2.8279996,0.0,0.0,0.0,3.3454623,3.7220588,0.0,0.0,3.8939807,4.9899073,4.2901716,3.7656002
118,venous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1542597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9091396,3.8698509,0.0,0.0,0.0,4.553596,0.0,0.0,0.0,0.0,0.0,5.484633,0.0,3.3393416,3.933433,3.980494,0.0,3.343248,0.0,4.6331897,0.0,0.0,0.0,4.2073283,0.0,0.0,0.0,4.197427,0.0,0.0,3.4112754,4.1426024,0.0,0.0,0.0,3.1496725,0.0,0.0,0.0,3.4446373,3.9709742,0.0,0.0,4.173358,5.200849,4.3957343,3.798674
119,plain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.565707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0830026,3.5374446,0.0,0.0,0.0,5.0014763,0.0,0.0,0.0,0.0,0.0,6.203519,0.0,3.0647182,4.257759,3.6420555,0.0,3.287749,0.0,4.9858694,0.0,0.0,0.0,4.821583,0.0,0.0,0.0,5.580462,0.0,0.0,3.361568,4.631401,0.0,0.0,0.0,7.2264338,0.0,0.0,0.0,3.6775331,5.421261,0.0,0.0,4.246543,4.8827977,3.8883457,3.6888452
119,venous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3083386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8248787,3.1938396,0.0,0.0,0.0,4.8074503,0.0,0.0,0.0,0.0,0.0,6.069633,0.0,2.8338265,4.028043,3.382856,0.0,3.20757,0.0,4.6652083,0.0,0.0,0.0,4.4679384,0.0,0.0,0.0,5.310333,0.0,0.0,3.289351,4.196777,0.0,0.0,0.0,7.5068316,0.0,0.0,0.0,3.3479729,5.452496,0.0,0.0,3.9867353,4.778151,3.4362483,3.5028136
12,plain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.697845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.192705,4.7763023,0.0,0.0,0.0,4.223084,0.0,0.0,0.0,0.0,0.0,6.2565556,0.0,4.903632,4.186493,4.470695,0.0,3.6022782,0.0,5.0689173,0.0,0.0,0.0,4.1257434,0.0,0.0,0.0,2.8239753,0.0,0.0,3.649325,4.1325183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7032406,2.2168398,0.0,0.0,4.5006266,5.8076878,4.8100777,4.0180993
12,venous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6499763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1682568,4.7494307,0.0,0.0,0.0,3.5032208,0.0,0.0,0.0,0.0,0.0,6.0540457,0.0,4.125573,3.7515523,4.4308505,0.0,3.457336,0.0,4.1821036,0.0,0.0,0.0,5.4996166,0.0,0.0,0.0,3.8177898,0.0,0.0,3.8128476,4.01933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6421957,0.6409793,0.0,0.0,4.0658393,5.967865,5.753127,4.41552
120,plain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1644106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8393471,3.7181644,0.0,0.0,0.0,4.57065,0.0,0.0,0.0,0.0,0.0,5.4209776,0.0,2.7974408,3.53381,3.6887155,0.0,3.2647145,0.0,4.577738,0.0,0.0,0.0,3.7584558,0.0,0.0,0.0,3.87913,0.0,0.0,3.1531568,4.0412765,0.0,0.0,0.0,3.4794762,0.0,0.0,0.0,3.272915,4.13203,0.0,0.0,3.64493,4.5474844,3.8871624,3.861338
120,venous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.036256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0201216,3.7806735,0.0,0.0,0.0,4.780199,0.0,0.0,0.0,0.0,0.0,5.4565883,0.0,2.994339,3.4912076,3.7441206,0.0,3.0784285,0.0,4.7372026,0.0,0.0,0.0,3.2230775,0.0,0.0,0.0,3.6903436,0.0,0.0,3.1016636,3.979868,0.0,0.0,0.0,3.4047246,0.0,0.0,0.0,3.4235039,4.3253803,0.0,0.0,3.6731205,4.777683,3.8033805,3.6541462
121,plain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4787161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7365706,3.198865,0.0,0.0,0.0,4.5379,0.0,0.0,0.0,0.0,0.0,5.4998884,0.0,2.7311716,3.4764955,3.4457521,0.0,3.2339842,0.0,4.354679,0.0,0.0,0.0,3.298614,0.0,0.0,0.0,4.66125,0.0,0.0,3.1617985,4.267647,0.0,0.0,0.0,6.2032843,0.0,0.0,0.0,3.204038,5.1666803,0.0,0.0,3.5803056,4.4513674,2.816763,3.6679645
121,venous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0023394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.223588,3.4136448,0.0,0.0,0.0,5.1462846,0.0,0.0,0.0,0.0,0.0,6.219553,0.0,2.6307044,3.7307055,3.7362852,0.0,3.5423696,0.0,4.8525524,0.0,0.0,0.0,3.3171477,0.0,0.0,0.0,5.2687964,0.0,0.0,3.5677524,4.670512,0.0,0.0,0.0,7.4058275,0.0,0.0,0.0,3.4313269,5.664053,0.0,0.0,4.009202,5.1333036,3.2652273,4.0230565
122,plain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.491087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5426676,3.3772721,0.0,0.0,0.0,4.1222615,0.0,0.0,0.0,0.0,0.0,5.174069,0.0,2.555756,3.4789147,3.4120622,0.0,2.904804,0.0,4.4867735,0.0,0.0,0.0,4.0255857,0.0,0.0,0.0,4.689898,0.0,0.0,2.9829333,4.247113,0.0,0.0,0.0,5.2620363,0.0,0.0,0.0,3.2894735,3.8526201,0.0,0.0,3.711912,4.539948,3.7195983,3.679185
122,venous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4047756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.662036,3.4407122,0.0,0.0,0.0,4.2293825,0.0,0.0,0.0,0.0,0.0,5.314997,0.0,2.6827745,3.5984201,3.515789,0.0,2.9129853,0.0,4.4744034,0.0,0.0,0.0,4.007933,0.0,0.0,0.0,4.7511373,0.0,0.0,3.100051,4.2105126,0.0,0.0,0.0,5.132711,0.0,0.0,0.0,3.3015885,4.0438714,0.0,0.0,3.6961188,4.7339497,3.6112447,3.6793478
123,plain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.363274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3726463,4.7032413,0.0,0.0,0.0,5.0445695,0.0,0.0,0.0,0.0,0.0,6.00366,0.0,3.9055483,3.9835205,4.229497,0.0,3.3394418,0.0,4.9426737,0.0,0.0,0.0,2.1839867,0.0,0.0,0.0,2.3672218,0.0,0.0,3.7362418,4.301875,0.0,0.0,0.0,0.70935106,0.0,0.0,0.0,3.8574572,3.8019452,0.0,0.0,4.082464,5.8284993,4.0308714,3.92797
123,venous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9421842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.061674,4.136925,0.0,0.0,0.0,4.761586,0.0,0.0,0.0,0.0,0.0,5.6010227,0.0,3.2987003,3.8411283,3.6786225,0.0,3.101555,0.0,4.6541367,0.0,0.0,0.0,3.0065103,0.0,0.0,0.0,3.3432264,0.0,0.0,3.3002076,4.0425954,0.0,0.0,0.0,2.7658753,0.0,0.0,0.0,3.662772,4.225843,0.0,0.0,3.82417,5.1240396,3.9277277,3.9234452
124,plain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.100414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.491587,3.7695985,0.0,0.0,0.0,5.1732187,0.0,0.0,0.0,0.0,0.0,6.011113,0.0,3.2631521,3.6838913,4.0989366,0.0,3.3389595,0.0,5.044771,0.0,0.0,0.0,1.5736861,0.0,0.0,0.0,2.744585,0.0,0.0,3.2341862,4.1764994,0.0,0.0,0.0,3.190217,0.0,0.0,0.0,3.6896963,5.7848053,0.0,0.0,3.6489546,5.136952,3.0319471,3.691821
124,venous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9339807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2268577,3.5356283,0.0,0.0,0.0,5.051984,0.0,0.0,0.0,0.0,0.0,5.794283,0.0,2.5696912,3.8188953,3.527235,0.0,3.2190256,0.0,4.8817744,0.0,0.0,0.0,1.5584041,0.0,0.0,0.0,3.5577614,0.0,0.0,3.376737,4.1361275,0.0,0.0,0.0,4.8296475,0.0,0.0,0.0,3.3674011,5.702855,0.0,0.0,3.5028286,4.4995923,2.9191897,3.7901478
125,plain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.607453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9662104,3.3182285,0.0,0.0,0.0,4.7471795,0.0,0.0,0.0,0.0,0.0,5.765423,0.0,2.4863446,3.5050116,3.4921694,0.0,3.0386739,0.0,4.705813,0.0,0.0,0.0,1.7141628,0.0,0.0,0.0,3.8651438,0.0,0.0,3.04212,4.0934496,0.0,0.0,0.0,4.9905457,0.0,0.0,0.0,3.0940566,5.6825285,0.0,0.0,3.427458,4.338188,2.7594566,3.5849462
125,venous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.218454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.363104,3.8472629,0.0,0.0,0.0,5.1201706,0.0,0.0,0.0,0.0,0.0,6.0948076,0.0,2.501491,3.4400918,3.8321214,0.0,3.3291326,0.0,4.8203444,0.0,0.0,0.0,1.7998803,0.0,0.0,0.0,3.5194972,0.0,0.0,3.5453253,4.5102673,0.0,0.0,0.0,3.9679863,0.0,0.0,0.0,3.4762354,5.0019526,0.0,0.0,3.6059299,4.935088,3.2026517,4.0252604
126,plain,0.0,0.0056785606,0.0,0.0,0.0,0.0,0.0,0.0,2.986372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1204793,2.8208103,0.0,0.0,0.0,3.778134,0.0,0.0,0.0,0.0,0.0,5.2182784,0.0,2.6178055,3.4096851,3.132882,0.0,2.8340979,0.0,4.066179,0.0,0.0,0.0,4.3183517,0.0,0.0,0.0,5.1526794,0.0,0.0,2.967542,3.913093,0.0,0.0,0.0,6.609668,0.0,0.0,0.0,3.1055737,4.1366796,0.0,0.0,3.4121108,4.383583,3.5742316,3.2520726
126,venous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.035647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2822037,2.9818249,0.0,0.0,0.0,3.845233,0.0,0.0,0.0,0.0,0.0,5.5880013,0.0,2.673699,3.5455213,3.320313,0.0,2.9375,0.0,4.2160707,0.0,0.0,0.0,4.7388654,0.0,0.0,0.0,5.451043,0.0,0.0,3.181707,4.192015,0.0,0.0,0.0,7.0883093,0.0,0.0,0.0,3.226287,4.2261105,0.0,0.0,3.6267822,4.707922,3.6057768,3.235199
127,plain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4014382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4863093,3.4729712,0.0,0.0,0.0,4.3319073,0.0,0.0,0.0,0.0,0.0,5.47324,0.0,2.5988874,3.5352335,3.2597146,0.0,2.9156673,0.0,4.408202,0.0,0.0,0.0,3.639758,0.0,0.0,0.0,4.6739845,0.0,0.0,2.9225168,4.254682,0.0,0.0,0.0,5.693289,0.0,0.0,0.0,3.0357528,4.4876847,0.0,0.0,3.6112266,4.4016805,3.3399205,3.556346
127,venous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.696096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7359,3.6837225,0.0,0.0,0.0,4.9019685,0.0,0.0,0.0,0.0,0.0,6.0946007,0.0,2.6022625,3.8050127,3.528716,0.0,3.1989555,0.0,4.864957,0.0,0.0,0.0,3.6026087,0.0,0.0,0.0,4.832445,0.0,0.0,3.2266817,4.5352745,0.0,0.0,0.0,6.6710796,0.0,0.0,0.0,3.3964999,5.1384745,0.0,0.0,3.8249314,5.0372744,3.3361826,3.9317057
128,plain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1083565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.412622,3.0620914,0.0,0.0,0.0,3.8862731,0.0,0.0,0.0,0.0,0.0,5.2093496,0.0,2.6364121,3.2961116,3.1923985,0.0,2.880343,0.0,4.20674,0.0,0.0,0.0,4.6477942,0.0,0.0,0.0,5.166888,0.0,0.0,2.8893733,3.9607863,0.0,0.0,0.0,5.78496,0.0,0.0,0.0,3.0404758,3.9781282,0.0,0.0,3.6743164,4.352228,3.6563158,3.3422985
128,venous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3788867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6946225,3.1836991,0.0,0.0,0.0,4.3484597,0.0,0.0,0.0,0.0,0.0,5.597328,0.0,2.6014884,3.5351882,3.4037406,0.0,3.0890079,0.0,4.412969,0.0,0.0,0.0,4.951831,0.0,0.0,0.0,5.430995,0.0,0.0,3.1468616,4.1157455,0.0,0.0,0.0,6.4872475,0.0,0.0,0.0,3.2075548,4.307064,0.0,0.0,3.8701124,4.6746807,3.845074,3.5951438
129,plain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9677794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3384187,3.0401382,0.0,0.0,0.0,3.8053162,0.0,0.0,0.0,0.0,0.0,4.8574915,0.0,2.5900297,3.3807864,3.278451,0.0,2.7573473,0.0,4.1441097,0.0,0.0,0.0,4.561164,0.0,0.0,0.0,4.8763695,0.0,0.0,2.8146513,3.8829193,0.0,0.0,0.0,5.434893,0.0,0.0,0.0,3.1776295,4.0785418,0.0,0.0,3.325204,4.3569775,3.5335636,3.2798924
129,venous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.822466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2532487,2.847443,0.0,0.0,0.0,3.7180467,0.0,0.0,0.0,0.0,0.0,4.869133,0.0,2.4668493,3.4164371,3.1816225,0.0,2.8710346,0.0,4.116524,0.0,0.0,0.0,4.463281,0.0,0.0,0.0,5.0433836,0.0,0.0,2.8226242,3.8803189,0.0,0.0,0.0,6.0421214,0.0,0.0,0.0,3.0650344,4.373777,0.0,0.0,3.4073005,4.3425055,3.5057802,3.142683
13,plain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4999876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.179723,5.187496,0.0,0.0,0.0,6.1323156,0.0,0.0,0.0,0.0,0.0,7.905185,0.0,4.71632,4.151342,5.112649,0.0,3.8685973,0.0,5.4971085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18070257,0.0,0.0,3.719588,4.6187897,0.0,0.0,0.0,0.41199112,0.0,0.0,0.0,4.173505,5.968589,0.0,0.0,4.2181597,6.3437786,2.341713,4.476363
13,venous,0.0,0.0,0.0,0.20749348,0.0,0.0,0.0,0.0,5.5736456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4335127,6.4392347,0.0,0.0,0.0,6.7667646,0.0,0.0,0.0,0.0,0.0,8.6280575,0.0,5.7384005,4.733927,6.1098804,0.0,4.2501884,0.0,6.0922337,0.0,0.0,0.0,0.0,0.0,0.011900187,0.0,0.0,0.0,0.0,3.9127393,4.8543663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.739561,7.551396,0.0,0.0,4.4442124,7.287818,2.8499825,4.3081894
130,plain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1691017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2807746,3.6492333,0.0,0.0,0.0,5.430771,0.0,0.0,0.0,0.0,0.0,6.45492,0.0,3.5467083,4.46589,4.0399504,0.0,3.4907832,0.0,5.0819216,0.0,0.0,0.0,3.8428648,0.0,0.0,0.0,5.115882,0.0,0.0,3.4384942,4.4838433,0.0,0.0,0.0,7.0765567,0.0,0.0,0.0,3.848819,5.9577994,0.0,0.0,4.4629517,5.2349296,3.9271717,3.8568516
130,venous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8284864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.107785,3.22228,0.0,0.0,0.0,5.4976063,0.0,0.0,0.0,0.0,0.0,6.236929,0.0,3.093758,4.1687183,3.870265,0.0,3.5325356,0.0,4.9055367,0.0,0.0,0.0,3.4929285,0.0,0.0,0.0,5.0338707,0.0,0.0,3.3578691,4.3271203,0.0,0.0,0.0,7.3418236,0.0,0.0,0.0,3.5817318,5.844679,0.0,0.0,4.1248717,5.233567,3.5013232,3.5816183
131,plain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5635185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5229297,4.675234,0.0,0.0,0.0,5.0333986,0.0,0.0,0.0,0.0,0.0,6.1951776,0.0,4.046417,3.9298716,4.2134356,0.0,3.5047977,0.0,4.777424,0.0,0.0,0.0,1.311621,0.0,0.0,0.0,2.2172818,0.0,0.0,3.4133196,4.097917,0.0,0.0,0.0,1.4712145,0.0,0.0,0.0,3.8525722,5.601671,0.0,0.0,4.1358027,4.979905,3.3195677,3.8784285
131,venous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.457564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.622651,4.468276,0.0,0.0,0.0,5.32465,0.0,0.0,0.0,0.0,0.0,5.951951,0.0,3.3203073,4.0230713,4.1834507,0.0,3.43261,0.0,4.9100924,0.0,0.0,0.0,0.99135685,0.0,0.0,0.0,2.1101818,0.0,0.0,3.327561,4.011923,0.0,0.0,0.0,2.4529564,0.0,0.0,0.0,3.6724215,6.2233067,0.0,0.0,3.820655,4.937539,3.3779004,3.6830127
132,plain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.371151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5300648,3.253224,0.0,0.0,0.0,4.1056232,0.0,0.0,0.0,0.0,0.0,5.0816946,0.0,2.921595,3.3985572,3.4021683,0.0,2.7354767,0.0,4.2891545,0.0,0.0,0.0,4.9190936,0.0,0.0,0.0,4.9455223,0.0,0.0,2.9288397,3.9650073,0.0,0.0,0.0,5.169841,0.0,0.0,0.0,3.2008884,3.8681684,0.0,0.0,3.7380161,4.5964994,4.033555,3.3970106
132,venous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5171196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7612548,3.4042091,0.0,0.0,0.0,4.5343237,0.0,0.0,0.0,0.0,0.0,5.4006124,0.0,2.8165436,3.6358325,3.4287195,0.0,2.9770734,0.0,4.5705853,0.0,0.0,0.0,5.136093,0.0,0.0,0.0,5.328183,0.0,0.0,3.1387339,4.2449694,0.0,0.0,0.0,6.2032332,0.0,0.0,0.0,3.4104605,4.340932,0.0,0.0,3.873032,4.7970653,4.063422,3.6750267
133,plain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3796663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.28667,4.4825873,0.0,0.0,0.0,4.6851377,0.0,0.0,0.0,0.0,0.0,5.820752,0.0,4.0237536,3.8618915,4.172707,0.0,3.3818274,0.0,4.758504,0.0,0.0,0.0,3.3473985,0.0,0.0,0.0,2.395905,0.0,0.0,3.1535597,4.3652163,0.0,0.0,0.0,0.8584634,0.0,0.0,0.0,3.661628,3.9040146,0.0,0.0,4.0985546,5.2438364,3.8800254,3.977234
133,venous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.400523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1377816,4.5532904,0.0,0.0,0.0,4.668741,0.0,0.0,0.0,0.0,0.0,5.7710814,0.0,3.6416345,3.719967,3.901627,0.0,3.3838825,0.0,4.520624,0.0,0.0,0.0,3.4149199,0.0,0.0,0.0,2.7010002,0.0,0.0,3.1302009,4.15617,0.0,0.0,0.0,1.2987516,0.0,0.0,0.0,3.703182,3.7335784,0.0,0.0,3.7826624,5.0107455,3.9139464,3.8950524
134,plain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2999454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6008391,4.2155266,0.0,0.0,0.0,4.0474834,0.0,0.0,0.0,0.0,0.0,5.664762,0.0,3.4072404,3.9594722,3.806386,0.0,3.1607213,0.0,4.3124933,0.0,0.0,0.0,4.2864094,0.0,0.0,0.0,4.341854,0.0,0.0,3.4041088,4.0899906,0.0,0.0,0.0,2.5993476,0.0,0.0,0.0,3.083225,2.318618,0.0,0.0,4.24183,5.2438645,4.632085,4.1774044
