UID,PHASE,cnn_emb_0,cnn_emb_1,cnn_emb_2,cnn_emb_3,cnn_emb_4,cnn_emb_5,cnn_emb_6,cnn_emb_7,cnn_emb_8,cnn_emb_9,cnn_emb_10,cnn_emb_11,cnn_emb_12,cnn_emb_13,cnn_emb_14,cnn_emb_15,cnn_emb_16,cnn_emb_17,cnn_emb_18,cnn_emb_19,cnn_emb_20,cnn_emb_21,cnn_emb_22,cnn_emb_23,cnn_emb_24,cnn_emb_25,cnn_emb_26,cnn_emb_27,cnn_emb_28,cnn_emb_29,cnn_emb_30,cnn_emb_31,cnn_emb_32,cnn_emb_33,cnn_emb_34,cnn_emb_35,cnn_emb_36,cnn_emb_37,cnn_emb_38,cnn_emb_39,cnn_emb_40,cnn_emb_41,cnn_emb_42,cnn_emb_43,cnn_emb_44,cnn_emb_45,cnn_emb_46,cnn_emb_47,cnn_emb_48,cnn_emb_49,cnn_emb_50,cnn_emb_51,cnn_emb_52,cnn_emb_53,cnn_emb_54,cnn_emb_55,cnn_emb_56,cnn_emb_57,cnn_emb_58,cnn_emb_59,cnn_emb_60,cnn_emb_61,cnn_emb_62,cnn_emb_63
134,venous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.997932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5786257,4.0207815,0.0,0.0,0.0,3.8869345,0.0,0.0,0.0,0.0,0.0,5.464821,0.0,3.266387,3.7557025,3.6065402,0.0,3.123252,0.0,4.244521,0.0,0.0,0.0,4.683042,0.0,0.0,0.0,4.4886136,0.0,0.0,3.311716,4.009636,0.0,0.0,0.0,2.8384228,0.0,0.0,0.0,3.0926795,2.2053294,0.0,0.0,4.021882,5.0514097,4.6099076,4.223403
135,plain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7973156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8192308,4.1745543,0.0,0.0,0.0,3.7653623,0.0,0.0,0.0,0.0,0.0,5.273298,0.0,3.6762946,3.9234078,3.8420537,0.0,3.0874023,0.0,4.329607,0.0,0.0,0.0,5.014874,0.0,0.0,0.0,4.4497623,0.0,0.0,3.225503,4.1347666,0.0,0.0,0.0,2.359738,0.0,0.0,0.0,3.1748571,1.9674436,0.0,0.0,4.1563826,4.971504,4.8471746,3.890603
135,venous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.218785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.03302,4.4162483,0.0,0.0,0.0,3.7240505,0.0,0.0,0.0,0.0,0.0,5.7216682,0.0,4.041396,4.028388,4.18619,0.0,3.388079,0.0,4.436487,0.0,0.0,0.0,4.986928,0.0,0.0,0.0,4.1181145,0.0,0.0,3.487455,4.2420683,0.0,0.0,0.0,0.830009,0.0,0.0,0.0,3.4870272,1.2274945,0.0,0.0,4.122719,5.5236106,5.318164,4.1405025
136,plain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.896492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7231622,3.1408317,0.0,0.0,0.0,4.6681194,0.0,0.0,0.0,0.0,0.0,5.8506236,0.0,2.602676,3.786631,3.3422518,0.0,3.0997915,0.0,4.764139,0.0,0.0,0.0,2.1347315,0.0,0.0,0.0,4.5090566,0.0,0.0,3.0404444,4.257272,0.0,0.0,0.0,6.297729,0.0,0.0,0.0,2.94668,5.0590005,0.0,0.0,3.7109218,4.4578886,2.6262848,3.6481652
136,venous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1068373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0538063,3.4614139,0.0,0.0,0.0,5.0620313,0.0,0.0,0.0,0.0,0.0,6.2985544,0.0,2.721416,4.2334023,3.7265673,0.0,3.3722396,0.0,4.9941726,0.0,0.0,0.0,2.8875685,0.0,0.0,0.0,4.9984045,0.0,0.0,3.4483438,4.6713314,0.0,0.0,0.0,7.1143436,0.0,0.0,0.0,3.3347392,5.180063,0.0,0.0,3.953968,5.0833874,3.3120852,4.004437
137,plain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7896757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8851829,3.3809352,0.0,0.0,0.0,4.448611,0.0,0.0,0.0,0.0,0.0,5.425577,0.0,2.6378083,3.7256348,3.5558562,0.0,3.0800428,0.0,4.637472,0.0,0.0,0.0,2.8218184,0.0,0.0,0.0,4.30208,0.0,0.0,3.1088667,4.123428,0.0,0.0,0.0,4.8924417,0.0,0.0,0.0,3.3887458,4.3924546,0.0,0.0,3.7724128,4.953617,3.6216078,3.5926566
137,venous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8717158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1235228,3.4437165,0.0,0.0,0.0,4.8052883,0.0,0.0,0.0,0.0,0.0,5.7042,0.0,2.759284,3.4472437,3.4521654,0.0,3.0226731,0.0,4.730384,0.0,0.0,0.0,2.1818967,0.0,0.0,0.0,3.8866844,0.0,0.0,3.0679946,4.249786,0.0,0.0,0.0,5.0195885,0.0,0.0,0.0,3.368298,5.021282,0.0,0.0,3.7562308,5.003838,3.103443,3.5846066
138,plain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1372008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4196024,3.250677,0.0,0.0,0.0,4.1571484,0.0,0.0,0.0,0.0,0.0,5.0078945,0.0,3.097743,3.310961,3.1493683,0.0,2.756935,0.0,4.1642313,0.0,0.0,0.0,4.970396,0.0,0.0,0.0,4.8480506,0.0,0.0,2.8528643,3.8135328,0.0,0.0,0.0,4.520153,0.0,0.0,0.0,2.9344077,3.7088892,0.0,0.0,3.670814,4.37173,4.0308905,3.406538
138,venous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2180789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2552977,3.1540754,0.0,0.0,0.0,4.095767,0.0,0.0,0.0,0.0,0.0,5.0658197,0.0,2.901452,3.372313,3.0393171,0.0,2.7950132,0.0,4.134961,0.0,0.0,0.0,4.8618026,0.0,0.0,0.0,4.9435325,0.0,0.0,2.8711722,3.745432,0.0,0.0,0.0,5.0735855,0.0,0.0,0.0,2.853835,3.8577418,0.0,0.0,3.6346297,4.266887,3.9091823,3.336284
139,plain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2916846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7696183,3.340046,0.0,0.0,0.0,4.3326845,0.0,0.0,0.0,0.0,0.0,5.4864645,0.0,3.069254,3.9544017,3.582126,0.0,3.1856961,0.0,4.4737744,0.0,0.0,0.0,4.7627697,0.0,0.0,0.0,5.2911196,0.0,0.0,3.0156143,4.370068,0.0,0.0,0.0,6.017041,0.0,0.0,0.0,3.2751222,4.4296293,0.0,0.0,3.9456658,4.734202,3.892176,3.5895681
139,venous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3940926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.000807,3.2511876,0.0,0.0,0.0,4.4644585,0.0,0.0,0.0,0.0,0.0,5.814515,0.0,2.8749962,4.036187,3.6877294,0.0,3.2097917,0.0,4.4122534,0.0,0.0,0.0,4.9411516,0.0,0.0,0.0,5.498911,0.0,0.0,3.0673878,4.4226646,0.0,0.0,0.0,6.904879,0.0,0.0,0.0,3.3673043,4.6552944,0.0,0.0,3.9188585,4.9127035,3.8409507,3.7189262
14,plain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4382265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3811402,4.0466456,0.0,0.0,0.0,2.69981,0.0,0.0,0.0,0.0,0.0,5.237148,0.0,4.472706,3.876627,3.582163,0.0,3.0104394,0.0,3.9530597,0.0,0.0,0.0,5.999949,0.0,0.0,0.0,4.515042,0.0,0.0,3.4481375,4.0804615,0.0,0.0,0.0,1.6156058,0.0,0.0,0.0,3.1409173,1.2871277,0.0,0.0,3.9595606,4.8416667,4.951545,3.7430897
14,venous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.795833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7689004,3.8747325,0.0,0.0,0.0,4.12307,0.0,0.0,0.0,0.0,0.0,5.333539,0.0,3.4886885,3.8298035,3.4206524,0.0,3.1624403,0.0,4.2987876,0.0,0.0,0.0,5.3316526,0.0,0.0,0.0,4.4920807,0.0,0.0,3.203302,4.044843,0.0,0.0,0.0,3.1320772,0.0,0.0,0.0,3.2128305,3.2243934,0.0,0.0,3.9264176,4.8003926,4.8452067,3.9795258
140,venous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.263545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.113882,4.352049,0.0,0.0,0.0,4.3552027,0.0,0.0,0.0,0.0,0.0,5.7206297,0.0,3.7650435,3.7601757,4.000512,0.0,3.496531,0.0,4.7050323,0.0,0.0,0.0,4.124571,0.0,0.0,0.0,3.4561934,0.0,0.0,3.3677998,4.2094965,0.0,0.0,0.0,1.2956195,0.0,0.0,0.0,3.5363634,2.7537448,0.0,0.0,3.997952,5.435527,4.4811654,4.191511
141,plain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.006634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7829847,3.976419,0.0,0.0,0.0,4.3621435,0.0,0.0,0.0,0.0,0.0,5.59391,0.0,3.2174063,3.853282,3.7713685,0.0,3.2770684,0.0,4.643047,0.0,0.0,0.0,3.7616873,0.0,0.0,0.0,4.1896005,0.0,0.0,3.0939178,4.0654945,0.0,0.0,0.0,3.4040375,0.0,0.0,0.0,3.3332448,3.4380956,0.0,0.0,3.8904715,4.6959295,4.130474,3.7497635
142,venous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0501013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9557045,4.296077,0.0,0.0,0.0,4.8037186,0.0,0.0,0.0,0.0,0.0,5.643743,0.0,3.0516286,3.8368297,3.501768,0.0,3.2575514,0.0,4.75637,0.0,0.0,0.0,3.407621,0.0,0.0,0.0,3.7787313,0.0,0.0,3.234788,4.0805655,0.0,0.0,0.0,2.3913627,0.0,0.0,0.0,3.3012578,4.093951,0.0,0.0,3.7589912,4.7592525,3.971525,3.8873997
143,plain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1841106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7724533,4.030312,0.0,0.0,0.0,5.509049,0.0,0.0,0.0,0.0,0.0,6.8135567,0.0,3.9601293,3.539468,4.4106,0.0,3.4761214,0.0,5.374797,0.0,0.0,0.0,0.80698544,0.0,0.0,0.0,1.840217,0.0,0.0,3.2561069,4.3971586,0.0,0.0,0.0,2.8014462,0.0,0.0,0.0,3.7084594,6.2865763,0.0,0.0,3.9476776,5.468584,2.8370738,3.6703985
15,plain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5453346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3327575,4.611033,0.0,0.0,0.0,1.0830412,0.0,0.0,0.0,0.0,0.0,6.6659746,0.0,6.09805,3.7229953,4.868796,0.0,4.0925827,0.0,4.4492044,0.0,0.0,0.0,7.4153275,0.0,0.0,0.0,4.592618,0.0,0.0,4.4220357,4.6952124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8940926,0.0,0.0,0.0,4.657925,5.835433,5.7169194,4.3054047
15,venous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9484334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.030946,3.3470435,0.0,0.0,0.0,4.705746,0.0,0.0,0.0,0.0,0.0,5.622278,0.0,2.7007418,3.7258816,3.6866102,0.0,3.2505012,0.0,4.9638367,0.0,0.0,0.0,2.8404646,0.0,0.0,0.0,4.107177,0.0,0.0,3.1783128,4.2745104,0.0,0.0,0.0,4.8023443,0.0,0.0,0.0,3.3851042,5.257741,0.0,0.0,3.6296477,4.60317,3.301343,3.6383705
16,plain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6959863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.432481,4.170126,0.0,0.0,0.0,4.756619,0.0,0.0,0.0,0.0,0.0,6.015379,0.0,4.257247,3.9122386,4.484398,0.0,3.5497155,0.0,5.0377855,0.0,0.0,0.0,3.7138772,0.0,0.0,0.0,2.969312,0.0,0.0,3.6453302,4.0673714,0.0,0.0,0.0,0.711759,0.0,0.0,0.0,3.6055834,3.8315415,0.0,0.0,4.274504,5.6076655,4.255895,4.318179
16,venous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.631189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.40596,4.8907957,0.0,0.0,0.0,5.995537,0.0,0.0,0.0,0.0,0.0,7.366553,0.0,4.2329383,4.221861,5.1540217,0.0,3.5412354,0.0,5.8087664,0.0,0.0,0.0,0.8645848,0.0,0.0,0.0,1.1723955,0.0,0.0,4.0192394,4.4910893,0.0,0.0,0.0,0.89354146,0.0,0.0,0.0,4.408403,6.9255905,0.0,0.0,4.1433954,6.0969706,3.1935234,3.9014592
17,plain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4002333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.192128,4.115855,0.0,0.0,0.0,5.4563704,0.0,0.0,0.0,0.0,0.0,6.4952507,0.0,3.0027475,3.8512216,3.8206158,0.0,3.2237172,0.0,5.1431437,0.0,0.0,0.0,0.9711643,0.0,0.0,0.0,2.9351301,0.0,0.0,3.1593733,4.2906857,0.0,0.0,0.0,3.9711864,0.0,0.0,0.0,3.367593,5.8830576,0.0,0.0,3.9036188,5.0439672,2.5804892,3.758729
17,venous,0.0,0.0,0.0,0.47559243,0.0,0.0,0.0,0.0,5.955038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3131237,6.3819695,0.0,0.0,0.0,6.4795675,0.0,0.0,0.0,0.0,0.0,8.745718,0.0,5.5138664,4.87207,6.4689384,0.0,4.3969984,0.0,5.828535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7569952,4.7966743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.58923,7.0050497,0.0,0.0,4.5344687,7.3740053,2.2855744,4.9455075
18,plain,0.0,0.0,0.0,0.12420738,0.0,0.0,0.0,0.0,5.270239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.985101,5.5290203,0.0,0.0,0.0,5.590287,0.0,0.17608273,0.0,0.0,0.0,7.3299775,0.0,5.3066797,4.1437144,5.3055353,0.0,3.7391493,0.0,5.2135863,0.0,0.0,0.0,0.9906062,0.0,0.0,0.0,0.86476016,0.0,0.0,3.778698,4.375297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.111276,4.0283575,0.0,0.0,4.5960474,6.789338,3.7117496,4.6074843
18,venous,0.0,0.0,0.0,0.46951562,0.0,0.0,0.0,0.0,5.592991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7250395,5.4606476,0.0,0.0,0.0,5.6024265,0.0,0.0,0.0,0.0,0.0,7.417178,0.0,5.5322847,4.486985,5.712621,0.0,3.831158,0.0,5.2697477,0.0,0.0,0.0,1.2531574,0.0,0.0,0.0,0.98036945,0.0,0.0,4.0247984,4.0125117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6659813,3.8956485,0.0,0.0,4.4650383,7.0452585,3.7823253,4.4829817
19,plain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9256687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.107168,5.3869314,0.0,0.0,0.0,5.1816506,0.0,0.0,0.0,0.0,0.0,7.1085186,0.0,4.335609,3.6783714,4.658863,0.0,3.7069046,0.0,5.0622005,0.0,0.0,0.0,3.9627142,0.0,0.023419164,0.0,1.3674628,0.0,0.0,3.9339426,4.2208714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6837482,3.735016,0.0,0.0,3.9831126,6.4846478,3.9036393,3.9250164
19,venous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0978456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1427803,4.5472803,0.0,0.0,0.0,4.3280654,0.0,0.0,0.0,0.0,0.0,5.448495,0.0,3.9108198,3.9753528,4.173225,0.0,3.5153806,0.0,4.545746,0.0,0.0,0.0,4.1826806,0.0,0.0,0.0,3.5868452,0.0,0.0,3.4954934,4.4427814,0.0,0.0,0.0,1.0416195,0.0,0.0,0.0,3.8135552,3.0123606,0.0,0.0,4.003669,5.525413,4.7868705,4.3538427
2,plain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.281762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0187087,6.064977,0.0,0.0,0.0,6.3364124,0.0,0.0,0.0,0.0,0.0,8.640528,0.0,5.548191,4.342165,6.038353,0.0,4.0578117,0.0,5.3111067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9187484,4.7600856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4634123,6.2815,0.0,0.0,4.2938256,6.7764754,2.8700948,4.152563
2,venous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1479716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.684126,4.84613,0.0,0.0,0.0,5.9745655,0.0,0.0,0.0,0.0,0.0,7.329625,0.0,3.857545,3.9471314,4.952799,0.0,3.6886349,0.0,5.2038994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5047057,0.0,0.0,3.6198072,4.506832,0.0,0.0,0.0,1.8644053,0.0,0.0,0.0,3.6240554,5.990924,0.0,0.0,3.8484936,6.0229106,2.5076241,4.612403
20,venous,0.0,0.0,0.0,0.17434436,0.0,0.0,0.0,0.0,4.6915464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.841902,5.5036654,0.0,0.0,0.0,5.722497,0.0,0.0,0.0,0.0,0.0,7.648011,0.0,5.4481387,4.172444,5.4030514,0.0,3.8821208,0.0,5.335862,0.0,0.0,0.0,1.2904785,0.0,0.0,0.0,0.39936268,0.0,0.0,3.7135608,3.9222717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.442443,5.420162,0.0,0.0,4.3896704,6.845809,3.10885,3.9025419
21,plain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.102466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7229965,4.833415,0.0,0.0,0.0,1.6264441,0.0,0.0,0.0,0.0,0.0,7.153331,0.0,6.502101,3.9517434,5.25653,0.0,4.3164024,0.0,4.3556533,0.0,0.0,0.0,7.1276636,0.0,0.0,0.0,4.012874,0.0,0.0,4.4154587,4.898052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3681736,0.0,0.0,0.0,4.860947,6.3574057,5.4866495,4.525841
21,venous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9795017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2633543,3.183087,0.0,0.0,0.0,4.7485504,0.0,0.0,0.0,0.0,0.0,5.8239026,0.0,2.4895372,3.5750158,3.3710408,0.0,3.1794934,0.0,4.7077847,0.0,0.0,0.0,2.0862606,0.0,0.0,0.0,3.797062,0.0,0.0,2.9054012,4.201379,0.0,0.0,0.0,5.413939,0.0,0.0,0.0,3.2270527,6.016864,0.0,0.0,3.5558982,4.6995955,2.5148597,3.4004998
22,venous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1239653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.252582,3.7051558,0.0,0.0,0.0,4.9933395,0.0,0.0,0.0,0.0,0.0,5.8877306,0.0,2.8897662,3.7357383,3.7472653,0.0,3.2023797,0.0,4.737778,0.0,0.0,0.0,2.4983692,0.0,0.0,0.0,3.617228,0.0,0.0,3.2589226,4.0502615,0.0,0.0,0.0,4.91171,0.0,0.0,0.0,3.403444,5.884633,0.0,0.0,3.8075256,4.856466,2.9862158,3.787572
23,plain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7306437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6156597,3.6132078,0.0,0.0,0.0,4.255665,0.0,0.0,0.0,0.0,0.0,5.4526215,0.0,3.048668,3.7635326,3.5274448,0.0,2.8655777,0.0,4.4551334,0.0,0.0,0.0,3.9479344,0.0,0.0,0.0,4.642461,0.0,0.0,3.0093122,4.049539,0.0,0.0,0.0,4.265893,0.0,0.0,0.0,3.112113,3.330801,0.0,0.0,3.830654,4.543188,3.8444247,3.6316383
23,venous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.598041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.746067,4.3674803,0.0,0.0,0.0,2.6397898,0.0,0.0,0.0,0.0,0.0,5.748562,0.0,4.6986585,3.684184,4.2966456,0.0,3.4177556,0.0,4.1468797,0.0,0.0,0.0,5.819502,0.0,0.0,0.0,4.5623484,0.0,0.0,3.9826458,4.3795557,0.0,0.0,0.0,0.54042107,0.0,0.0,0.0,3.5105116,0.4475271,0.0,0.0,3.9856987,5.3583107,5.23462,4.1518917
24,plain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.461223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5093122,4.653533,0.0,0.0,0.0,0.43201482,0.0,0.0,0.0,0.0,0.0,7.638343,0.0,6.6009345,3.7842577,5.453166,0.0,4.5137835,0.0,4.596977,0.0,0.0,0.0,8.631422,0.0,0.0,0.0,4.7603674,0.0,0.0,4.55626,5.032989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2203116,0.0,0.0,0.0,5.153761,6.7364817,6.0440636,4.662999
24,venous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7381887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8328438,3.5485747,0.0,0.0,0.0,4.155472,0.0,0.0,0.0,0.0,0.0,5.32028,0.0,3.2034798,3.7586727,3.6013582,0.0,3.0052602,0.0,4.6859264,0.0,0.0,0.0,5.136647,0.0,0.0,0.0,5.165943,0.0,0.0,3.237791,4.1949363,0.0,0.0,0.0,4.764999,0.0,0.0,0.0,3.4538388,3.7233152,0.0,0.0,3.8534043,4.752486,4.528778,3.9005551
25,plain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3873463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.798454,4.7076845,0.0,0.0,0.0,3.7363808,0.0,0.0,0.0,0.0,0.0,6.0089226,0.0,4.3652363,3.760734,4.432824,0.0,3.4146786,0.0,4.5211496,0.0,0.0,0.0,5.253733,0.0,0.0,0.0,4.069494,0.0,0.0,3.9330125,4.091064,0.0,0.0,0.0,0.57093036,0.0,0.0,0.0,3.5745654,1.1474985,0.0,0.0,4.0373425,5.6462936,5.244567,4.449519
25,venous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2443924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1451454,4.7462797,0.0,0.0,0.0,4.120961,0.0,0.0,0.0,0.0,0.0,6.210515,0.0,3.8783197,3.726778,4.198906,0.0,3.4526129,0.0,4.5006742,0.0,0.0,0.0,4.764054,0.0,0.0,0.0,3.801758,0.0,0.0,3.8087816,4.2954364,0.0,0.0,0.0,0.53391594,0.0,0.0,0.0,3.6044586,1.4815096,0.0,0.0,3.9645157,5.6634293,4.8324757,4.3608017
26,plain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.015263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8003476,4.118473,0.0,0.0,0.0,3.9634838,0.0,0.0,0.0,0.0,0.0,5.34389,0.0,3.7770066,4.0088973,3.9656985,0.0,3.088337,0.0,4.6160793,0.0,0.0,0.0,4.5678554,0.0,0.0,0.0,3.6391592,0.0,0.0,3.2069597,3.8017278,0.0,0.0,0.0,1.6838439,0.0,0.0,0.0,3.4956584,3.1933758,0.0,0.0,3.9726806,5.2207127,4.630865,3.5926633
26,venous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1599417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3588572,4.48611,0.0,0.0,0.0,1.082089,0.0,0.0,0.0,0.0,0.0,6.2927938,0.0,5.541157,4.003461,4.6368732,0.0,3.8710337,0.0,4.141844,0.0,0.0,0.0,7.212161,0.0,0.0,0.0,4.499399,0.0,0.0,4.1304293,4.260461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9045892,0.0,0.0,0.0,4.379592,5.9661927,5.621727,4.376743
27,plain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.966951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9559126,4.2437835,0.0,0.0,0.0,0.120915994,0.0,0.0,0.0,0.0,0.0,6.6452484,0.0,5.9292326,3.621341,4.874472,0.0,3.89175,0.0,4.2295604,0.0,0.0,0.0,8.473875,0.0,0.0,0.0,4.746779,0.0,0.0,3.9273362,4.0673285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7838786,0.0,0.0,0.0,4.783862,6.167102,5.9449615,4.386256
27,venous,0.0,0.0,0.0,0.9686831,0.0,0.0,0.0,0.0,5.9867086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.27817,6.1745224,0.0,0.0,0.0,6.1919336,0.0,0.15039444,0.0,0.0,0.0,8.640165,0.0,6.860485,4.7115946,6.901845,0.0,4.540125,0.0,5.4079356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1392937,3.7850742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3609724,4.347826,0.0,0.0,4.666916,8.024793,4.0732718,4.4059305
28,plain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4521053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5459151,4.784917,0.0,0.0,0.0,0.7916565,0.0,0.0,0.0,0.0,0.0,6.7558365,0.0,6.4556236,3.935784,5.0199785,0.0,4.226536,0.0,4.3108525,0.0,0.0,0.0,7.761941,0.0,0.0,0.0,4.87344,0.0,0.0,4.0875635,5.046853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2896395,0.0,0.0,0.0,4.887819,6.288724,5.5094557,4.2423296
28,venous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2939987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5854235,5.0607862,0.0,0.0,0.0,5.141715,0.0,0.0,0.0,0.0,0.0,6.893787,0.0,4.5205145,4.0834174,4.718139,0.0,3.356676,0.0,5.2162886,0.0,0.0,0.0,3.033899,0.0,0.0,0.0,2.5446477,0.0,0.0,3.4694996,4.553646,0.0,0.0,0.0,1.5331929,0.0,0.0,0.0,4.041287,4.9208374,0.0,0.0,4.166415,5.8115253,3.3435178,3.995068
